ticker,disclosure_date,positive_sentiment,neutral_sentiment,negative_sentiment,compound_sentiment
NEE,2024-06-07,0.94160956,0.036494747,0.021895697,0.91971385
NEE,2024-06-11,0.9154381,0.049667533,0.03489438,0.8805437
NEE,2024-06-20,0.9394543,0.03643392,0.024111796,0.9153425
NEE,2024-07-01,0.9307537,0.048363082,0.02088318,0.90987056
NEE,2024-07-10,0.9107701,0.044427376,0.044802513,0.86596763
NEE,2024-07-24,0.9220934,0.05849538,0.019411203,0.9026822
NEE,2024-07-30,0.93808985,0.04058235,0.021327768,0.9167621
NEE,2024-10-23,0.91633534,0.06450328,0.01916137,0.897174
NEE,2024-10-31,0.93836284,0.03584242,0.025794804,0.912568
NUE,2023-01-26,0.9300876,0.04872705,0.021185286,0.90890235
NUE,2023-04-20,0.93445665,0.044375706,0.021167597,0.91328907
NUE,2023-05-12,0.9314991,0.044143848,0.02435696,0.90714216
NUE,2023-07-24,0.93564194,0.04314965,0.0212085,0.9144334
NUE,2023-08-08,0.93750864,0.042148225,0.020343162,0.9171655
NUE,2023-10-23,0.9355642,0.04335548,0.021080315,0.91448385
NUE,2023-12-15,0.92232007,0.036071595,0.041608334,0.88071173
NUE,2024-01-29,0.9330866,0.046092723,0.02082068,0.91226596
NUE,2024-04-22,0.9356758,0.043283086,0.021041103,0.9146347
NUE,2024-05-14,0.9250449,0.048977405,0.025977623,0.8990673
NUE,2024-07-22,0.93703365,0.041800573,0.021165775,0.91586787
NUE,2024-10-21,0.9355642,0.04335548,0.021080315,0.91448385
PG,2022-12-13,0.92549336,0.019799484,0.05470713,0.8707863
PG,2023-01-10,0.9300351,0.047506053,0.022458842,0.90757626
PG,2023-01-19,0.821851,0.15494603,0.02320295,0.79864806
PG,2023-01-26,0.9414673,0.03907702,0.019455709,0.92201155
PG,2023-02-03,0.9417968,0.038460225,0.019742986,0.9220538
PG,2023-04-11,0.94202125,0.033816937,0.024161803,0.91785944
PG,2023-04-21,0.8307296,0.14551853,0.023751838,0.80697775
PG,2023-05-02,0.94136477,0.039121293,0.01951392,0.92185086
PG,2023-07-11,0.93501824,0.04104954,0.023932215,0.911086
PG,2023-07-28,0.81612587,0.1601534,0.023720678,0.7924052
PG,2023-10-10,0.94359934,0.0345071,0.021893531,0.92170584
PG,2023-10-13,0.9383172,0.030890973,0.03079183,0.90752536
PG,2023-10-18,0.8199355,0.15725978,0.02280471,0.7971308
PG,2023-11-01,0.9442734,0.035283975,0.020442609,0.9238308
PG,2023-12-05,0.8975249,0.04899901,0.053476088,0.84404886
PG,2023-12-13,0.9436769,0.030686863,0.025636217,0.9180407
PG,2024-01-09,0.9300351,0.047506053,0.022458842,0.90757626
PG,2024-01-23,0.821851,0.15494603,0.02320295,0.79864806
PG,2024-01-29,0.9418587,0.03823307,0.019908268,0.92195046
PG,2024-04-09,0.93720627,0.04122972,0.021564016,0.91564226
PG,2024-04-19,0.8307296,0.14551853,0.023751838,0.80697775
PG,2024-04-29,0.9429762,0.036965895,0.020057946,0.9229182
PG,2024-07-09,0.93501824,0.04104954,0.023932215,0.911086
PG,2024-07-30,0.8178992,0.15887219,0.023228489,0.7946708
PG,2024-10-08,0.9290514,0.049168922,0.021779722,0.9072716
PG,2024-10-10,0.9365279,0.041352693,0.022119349,0.91440856
PG,2024-10-18,0.8199355,0.15725978,0.02280471,0.7971308
PG,2024-10-24,0.9433671,0.03650888,0.02012406,0.92324305
PLD,2022-12-01,0.94766617,0.026190897,0.026142962,0.92152315
PLD,2022-12-12,0.936612,0.041008756,0.022379186,0.91423285
PLD,2023-01-05,0.86407435,0.105905294,0.03002038,0.834054
PLD,2023-01-06,0.92083097,0.059970185,0.019198798,0.9016322
PLD,2023-01-18,0.8995662,0.07504862,0.025385141,0.8741811
PLD,2023-01-31,0.9456294,0.029274896,0.025095629,0.92053384
PLD,2023-03-30,0.94511634,0.027072689,0.027810939,0.91730547
PLD,2023-04-07,0.9420199,0.024958216,0.033021975,0.90899783
PLD,2023-04-18,0.90999126,0.05863334,0.031375375,0.87861586
PLD,2023-05-08,0.93707216,0.03895842,0.02396943,0.91310275
PLD,2023-05-23,0.9462883,0.028301857,0.02540984,0.9208784
PLD,2023-06-28,0.9414442,0.028980026,0.029575719,0.9118686
PLD,2023-07-18,0.9100061,0.058552194,0.031441614,0.87856454
PLD,2023-08-31,0.91981345,0.034161173,0.046025384,0.87378806
PLD,2023-10-17,0.90960854,0.059113186,0.031278268,0.87833023
PLD,2023-11-15,0.943189,0.031953402,0.02485754,0.91833144
PLD,2024-01-05,0.93781626,0.03175421,0.03042951,0.9073868
PLD,2024-01-17,0.9226448,0.044322196,0.033032946,0.8896119
PLD,2024-01-25,0.9449029,0.029520156,0.025576985,0.9193258
PLD,2024-03-01,0.9464782,0.026701884,0.026819872,0.91965836
PLD,2024-04-17,0.90999126,0.05863334,0.031375375,0.87861586
PLD,2024-05-07,0.9371775,0.033237983,0.029584534,0.90759295
PLD,2024-05-14,0.93809944,0.038277894,0.023622587,0.9144769
PLD,2024-05-22,0.9439657,0.03450024,0.021534063,0.9224316
PLD,2024-07-17,0.9100061,0.058552194,0.031441614,0.87856454
PLD,2024-07-23,0.94365245,0.027426658,0.028920876,0.91473156
PLD,2024-10-16,0.90960854,0.059113186,0.031278268,0.87833023
UNH,2022-11-22,0.95116067,0.027569095,0.021270253,0.9298904
UNH,2022-11-28,0.9518597,0.026558116,0.021582201,0.93027747
UNH,2022-12-12,0.947596,0.028309315,0.02409464,0.9235014
UNH,2023-01-13,0.9520148,0.026394725,0.021590458,0.9304244
UNH,2023-03-28,0.9395607,0.032298222,0.02814105,0.91141963
UNH,2023-04-14,0.95247227,0.02558054,0.021947175,0.93052506
UNH,2023-04-24,0.9453929,0.031327303,0.023279808,0.9221131
UNH,2023-04-28,0.9452625,0.029581646,0.025155859,0.92010665
UNH,2023-05-05,0.9526248,0.026560498,0.020814778,0.93181
UNH,2023-05-30,0.9524486,0.027287303,0.02026407,0.9321845
UNH,2023-06-09,0.9390569,0.036706116,0.024237027,0.91481984
UNH,2023-07-14,0.95226055,0.0261289,0.021610541,0.93065
UNH,2023-09-22,0.9374037,0.03857251,0.024023848,0.91337985
UNH,2023-10-13,0.9515871,0.02703837,0.021374587,0.93021244
UNH,2023-11-03,0.9499033,0.024056379,0.0260403,0.923863
UNH,2023-11-22,0.9513469,0.027381891,0.02127122,0.93007565
UNH,2023-11-28,0.9518166,0.02662541,0.021557968,0.93025863
UNH,2023-12-29,0.62821716,0.33208847,0.039694313,0.58852285
UNH,2024-01-12,0.9520148,0.026394725,0.021590458,0.9304244
UNH,2024-02-07,0.36533162,0.015381378,0.61928695,-0.25395533
UNH,2024-02-09,0.9087516,0.016513918,0.07473452,0.8340171
UNH,2024-02-22,0.8931679,0.072258994,0.034573104,0.85859483
UNH,2024-03-08,0.8715091,0.05811151,0.07037939,0.8011297
UNH,2024-03-21,0.93669724,0.03605325,0.027249513,0.90944767
UNH,2024-03-28,0.94083655,0.038776454,0.020386942,0.9204496
UNH,2024-04-16,0.9523518,0.02572875,0.02191944,0.9304324
UNH,2024-04-17,0.9261005,0.035345186,0.038554285,0.8875462
UNH,2024-04-24,0.93212986,0.04082706,0.02704307,0.90508676
UNH,2024-05-09,0.95108783,0.029453604,0.019458568,0.93162924
UNH,2024-05-15,0.93377846,0.046412725,0.019808844,0.91396964
UNH,2024-05-24,0.95033157,0.031060362,0.018608078,0.9317235
UNH,2024-06-07,0.92700046,0.046761442,0.026238091,0.9007624
UNH,2024-07-16,0.95217925,0.026181493,0.021639269,0.93053997
UNH,2024-07-25,0.933308,0.034450434,0.032241564,0.9010664
UNH,2024-10-15,0.9514773,0.02715954,0.021363188,0.9301141
VZ,2023-01-24,0.9316958,0.037060298,0.031243844,0.900452
VZ,2023-03-03,0.8530073,0.106034376,0.040958293,0.81204903
VZ,2023-04-25,0.9326477,0.03360168,0.033750582,0.8988972
VZ,2023-05-16,0.9246662,0.047305357,0.028028404,0.8966378
VZ,2023-07-25,0.9332302,0.03569051,0.031079244,0.902151
VZ,2023-08-10,0.90287197,0.074643075,0.022484902,0.88038707
VZ,2023-10-24,0.93038917,0.03815812,0.031452723,0.8989364
VZ,2024-01-17,0.022674179,0.96037185,0.016954018,0.005720161
VZ,2024-01-23,0.9294186,0.03780733,0.032774035,0.8966446
VZ,2024-01-24,0.8417944,0.14204654,0.016159086,0.8256353
VZ,2024-02-02,0.109188,0.07521761,0.81559443,-0.7064064
VZ,2024-03-06,0.93121094,0.032194514,0.03659459,0.89461637
VZ,2024-04-22,0.93559384,0.035581306,0.028824873,0.906769
VZ,2024-05-13,0.917133,0.058112863,0.024754195,0.8923788
VZ,2024-05-23,0.8434679,0.13744043,0.019091673,0.8243762
VZ,2024-06-27,0.8589808,0.12168986,0.019329352,0.8396514
VZ,2024-07-22,0.9392624,0.036447912,0.02428967,0.9149728
VZ,2024-07-30,0.94446594,0.035707146,0.019826908,0.92463905
VZ,2024-08-05,0.9432266,0.03629211,0.020481337,0.9227452
VZ,2024-08-20,0.9439812,0.036251567,0.019767307,0.9242138
VZ,2024-09-05,0.9229148,0.05432724,0.022758,0.9001568
VZ,2024-09-09,0.8829051,0.09520681,0.02188807,0.86101705
VZ,2024-09-12,0.8813022,0.08785166,0.030846171,0.850456
VZ,2024-09-30,0.94113827,0.033203293,0.025658412,0.9154799
VZ,2024-10-22,0.9355113,0.03263042,0.031858288,0.90365297
XOM,2022-11-18,0.9438783,0.033597812,0.022523858,0.9213544
XOM,2022-12-02,0.9055927,0.069251835,0.0251555,0.88043714
XOM,2022-12-23,0.9400943,0.035781182,0.02412456,0.9159697
XOM,2023-01-04,0.9444743,0.032273583,0.02325213,0.92122215
XOM,2023-01-26,0.936644,0.041325193,0.022030866,0.9146131
XOM,2023-01-31,0.9215169,0.04260322,0.035879895,0.885637
XOM,2023-02-24,0.8670491,0.015300627,0.11765027,0.7493988
XOM,2023-04-04,0.94452417,0.032225236,0.023250576,0.9212736
XOM,2023-04-28,0.92144966,0.043749977,0.034800366,0.8866493
XOM,2023-06-06,0.92673,0.047438964,0.02583108,0.9008989
XOM,2023-07-05,0.9447883,0.03226572,0.022946041,0.9218422
XOM,2023-07-13,0.94101906,0.03535265,0.02362832,0.91739076
XOM,2023-07-28,0.92157656,0.043496735,0.034926735,0.88664985
XOM,2023-10-04,0.9448316,0.0320537,0.023114666,0.9217169
XOM,2023-10-11,0.9276661,0.04764467,0.024689235,0.90297693
XOM,2023-10-20,0.93927544,0.038824204,0.021900313,0.91737515
XOM,2023-10-27,0.9215353,0.04359608,0.034868628,0.88666666
XOM,2023-11-02,0.94371647,0.037074964,0.019208552,0.9245079
XOM,2023-11-07,0.9389056,0.037207194,0.023887217,0.9150184
XOM,2023-11-15,0.94324297,0.036284156,0.02047289,0.9227701
XOM,2023-12-06,0.9296262,0.047492784,0.022880973,0.90674525
XOM,2024-01-04,0.9444743,0.032273583,0.02325213,0.92122215
XOM,2024-02-02,0.9215356,0.042527955,0.035936467,0.88559914
XOM,2024-02-28,0.92408186,0.05291903,0.022999065,0.9010828
XOM,2024-04-03,0.94452417,0.032225236,0.023250576,0.9212736
XOM,2024-04-26,0.92144966,0.043749977,0.034800366,0.8866493
XOM,2024-05-03,0.93889415,0.032302413,0.028803417,0.91009074
XOM,2024-05-10,0.9454119,0.02977977,0.024808355,0.9206035
XOM,2024-05-31,0.93002677,0.049531277,0.020441944,0.9095848
XOM,2024-07-08,0.9406551,0.0371167,0.022228187,0.91842693
XOM,2024-08-01,0.9321086,0.045671504,0.022219962,0.9098886
XOM,2024-08-02,0.92084837,0.04458506,0.034566574,0.88628185
XOM,2024-10-03,0.9405804,0.037058976,0.022360576,0.91821986
XOM,2024-10-08,0.943406,0.02864876,0.027945263,0.9154607
XOM,2024-10-18,0.87215775,0.106333904,0.021508291,0.8506495
XOM,2024-11-01,0.9207735,0.044801317,0.034425225,0.88634825
XOM,2024-11-12,0.9430811,0.037896566,0.019022359,0.92405874
