ticker,disclosure_date,positive_sentiment,neutral_sentiment,negative_sentiment,compound_sentiment,Date,year,month,day,Symbol,Open,High,Low,Close,Volume,gain_loss,high_vs_prev_day,low_vs_prev_day,volume_vs_prev_day,pct_close_change,pct_volume_change
AMT,2023-03-01,0.95208156,0.025960034,0.021958465,0.9301231,2023-03-01,2023,3,1,AMT,196.52,198.81,192.86,194.89,3261010.0,0,1,0,1,-1.3365,73.0067
AMT,2023-03-02,0.9217578,0.040679976,0.037562173,0.8841956,2023-03-02,2023,3,2,AMT,193.32,198.17,193.2,197.53,1884904.0,1,0,0,0,-2.4543,-7.8061
AMT,2023-03-03,0.935719,0.040241066,0.024039952,0.911679,2023-03-03,2023,3,3,AMT,199.26,202.58,199.09,202.5,2044500.0,1,0,1,1,1.9792,14.3164
AMT,2023-03-08,0.952153,0.021814773,0.02603224,0.92612076,2023-03-08,2023,3,8,AMT,192.13,197.23,191.37,195.77,1603000.0,1,0,1,1,2.3902,9.4998
AMT,2023-03-09,0.92953426,0.04091494,0.029550811,0.89998347,2023-03-09,2023,3,9,AMT,195.59,197.77,190.75,191.2,1463930.0,0,1,1,0,-0.0366,-37.9112
AMT,2023-03-13,0.93965614,0.02955005,0.030793834,0.9088623,2023-03-13,2023,3,13,AMT,190.9,200.99,189.55,196.33,2309936.0,1,1,0,0,-1.7515,-6.1459
AMT,2023-03-31,0.5689505,0.393294,0.037755486,0.531195,2023-03-31,2023,3,31,AMT,201.14,204.49,201.01,204.34,2558000.0,1,1,1,0,1.6111,-11.0635
AMT,2023-04-26,0.94263303,0.035463043,0.021903962,0.92072904,2023-04-26,2023,4,26,AMT,202.55,206.47,200.08,200.34,1789300.0,0,1,0,1,-2.5773,2.5536
AMT,2023-05-09,0.95445156,0.022795111,0.022753254,0.9316983,2023-05-09,2023,5,9,AMT,192.31,194.94,190.85,193.52,1511522.0,1,0,0,0,-1.4463,-7.1989
AMT,2023-05-16,0.93689114,0.03899155,0.024117285,0.9127739,2023-05-16,2023,5,16,AMT,195.23,196.1453,190.97,191.04,1395580.0,0,1,1,1,-1.91,18.1521
AMT,2023-05-22,0.9536496,0.023964267,0.022386122,0.93126345,2023-05-22,2023,5,22,AMT,191.0,195.03,190.28,193.47,1753997.0,1,1,1,0,2.8275,-0.0878
AMT,2023-05-25,0.93389887,0.03952032,0.02658081,0.90731806,2023-05-25,2023,5,25,AMT,184.58,184.65,181.65,182.56,2597937.0,0,1,1,0,0.2086,-3.5007
AMT,2023-06-29,0.8787167,0.089711785,0.03157151,0.84714526,2023-06-29,2023,6,29,AMT,189.81,193.02,188.6801,192.73,2674172.0,1,0,0,0,-0.6239,-17.5446
AMT,2023-07-20,0.9396577,0.040037952,0.020304326,0.91935337,2023-07-20,2023,7,20,AMT,182.82,184.86,179.21,184.65,4163961.0,1,0,0,0,-0.1298,-6.9361
AMT,2023-07-27,0.94306666,0.034959882,0.021973427,0.9210932,2023-07-27,2023,7,27,AMT,194.42,200.81,193.19,193.23,2969643.0,0,1,1,1,2.2543,73.1987
AMT,2023-09-12,0.9528295,0.023634043,0.023536496,0.92929304,2023-09-12,2023,9,12,AMT,179.35,179.615,175.4,179.19,1341477.0,0,1,0,0,1.2659,-18.1534
AMT,2023-09-15,0.93721706,0.03834432,0.024438567,0.91277856,2023-09-15,2023,9,15,AMT,180.97,182.43,179.235,180.14,3514612.0,0,1,1,1,0.3398,134.4447
AMT,2023-09-20,0.9358261,0.037533127,0.026640736,0.9091854,2023-09-20,2023,9,20,AMT,178.99,179.71,177.04,177.41,1885806.0,0,1,1,0,4.7779,-24.5582
AMT,2023-10-26,0.94286513,0.03521142,0.021923495,0.92094165,2023-10-26,2023,10,26,AMT,163.0,177.22,162.5503,175.06,5013466.0,1,1,0,1,1.785,77.1808
AMT,2023-12-14,0.92670184,0.047011048,0.026287137,0.9004147,2023-12-14,2023,12,14,AMT,215.46,218.48,211.24,212.17,2975050.0,0,1,1,0,0.0094,-20.0779
AMT,2024-01-05,0.9321507,0.037703015,0.030146234,0.9020045,2024-01-05,2024,1,5,AMT,213.7,216.25,213.04,214.28,1884018.0,1,1,1,1,-0.833,10.6155
AMT,2024-02-07,0.91998893,0.01990359,0.06010751,0.8598814,2024-02-07,2024,2,7,AMT,192.29,193.86,190.55,193.62,2254848.0,1,0,0,1,-0.0103,12.6768
AMT,2024-02-27,0.94330394,0.03473568,0.021960374,0.92134356,2024-02-27,2024,2,27,AMT,189.19,190.61,181.16,186.68,4672171.0,0,0,0,1,-3.654,15.103
AMT,2024-03-01,0.91371477,0.046628553,0.039656702,0.87405807,2024-03-01,2024,3,1,AMT,198.9,202.05,196.15,201.76,3473494.0,1,0,0,1,-2.1295,21.7977
AMT,2024-03-04,0.9518944,0.025825888,0.02227978,0.9296146,2024-03-04,2024,3,4,AMT,201.43,206.52,198.99,206.15,2851856.0,1,0,0,1,0.3554,15.4656
AMT,2024-03-07,0.9364314,0.04010175,0.023466887,0.9129645,2024-03-07,2024,3,7,AMT,207.63,207.93,203.795,204.73,2085790.0,0,0,0,0,-1.2445,-3.2549
AMT,2024-03-14,0.9020185,0.05370068,0.04428089,0.85773754,2024-03-14,2024,3,14,AMT,201.02,202.55,196.21,199.19,2010395.0,0,1,1,0,0.9375,-39.9335
AMT,2024-04-30,0.94263303,0.035463043,0.021903962,0.92072904,2024-04-30,2024,4,30,AMT,175.53,176.92,170.46,171.56,3710749.0,0,0,0,0,-2.9857,-4.3023
AMT,2024-05-22,0.95445156,0.022795111,0.022753254,0.9316983,2024-05-22,2024,5,22,AMT,193.59,194.24,190.22,191.34,1681095.0,0,1,1,0,2.5402,-4.9586
AMT,2024-05-24,0.91104084,0.060773466,0.028185682,0.8828552,2024-05-24,2024,5,24,AMT,187.15,188.5103,185.54,185.93,1257941.0,0,1,1,0,0.4864,-31.2011
AMT,2024-05-29,0.9383971,0.037828255,0.023774631,0.9146225,2024-05-29,2024,5,29,AMT,183.35,186.48,183.04,185.32,1977702.0,1,0,0,0,-2.8619,-30.6182
AMT,2024-07-30,0.94306666,0.034959882,0.021973427,0.9210932,2024-07-30,2024,7,30,AMT,220.0,223.46,217.61,223.05,2447841.0,1,1,0,0,1.2024,-16.291
AMT,2024-09-12,0.9412017,0.03373818,0.025060069,0.9161416,2024-09-12,2024,9,12,AMT,239.0,239.5,233.94,237.14,2003818.0,0,1,0,1,-0.5702,1.0284
AMT,2024-10-29,0.94286513,0.03521142,0.021923495,0.92094165,2024-10-29,2024,10,29,AMT,215.16,220.0,211.55,212.91,3591423.0,0,1,0,1,-0.267,47.3208
AMT,2024-10-31,0.92396253,0.050690737,0.025346752,0.8986158,2024-10-31,2024,10,31,AMT,211.28,216.29,209.7,213.54,1961938.0,1,0,0,0,1.0792,-1.3671
AMZN,2022-11-18,0.94708747,0.027141666,0.025770897,0.92131656,2022-11-18,2022,11,18,AMZN,95.95,95.99,92.48,94.14,72336500.0,0,1,1,0,1.817,-14.2224
AMZN,2022-12-01,0.9431879,0.02950551,0.02730654,0.9158814,2022-12-01,2022,12,1,AMZN,96.99,97.23,94.92,95.5,68487969.0,0,1,1,0,1.4554,-5.4386
AMZN,2023-01-03,0.9429116,0.033825558,0.023262741,0.91964895,2023-01-03,2023,1,3,AMZN,85.46,86.96,84.205,85.82,76706039.0,1,0,1,1,0.7987,11.3536
AMZN,2023-01-06,0.9399731,0.039903656,0.020123195,0.91984993,2023-01-06,2023,1,6,AMZN,83.03,86.4,81.43,86.08,83219100.0,1,0,0,1,-1.4652,27.5075
AMZN,2023-02-02,0.9310124,0.04735843,0.02162924,0.9093832,2023-02-02,2023,2,2,AMZN,110.245,114.0,108.88,112.91,158154243.0,1,1,1,1,9.2079,9.6972
AMZN,2023-04-12,0.9482947,0.029555034,0.022150286,0.9261444,2023-04-12,2023,4,12,AMZN,100.4,100.51,97.71,97.83,56639400.0,0,0,0,0,-4.4629,-16.508
AMZN,2023-04-27,0.9375361,0.040130742,0.0223331,0.9152031,2023-04-27,2023,4,27,AMZN,108.16,110.86,106.8,109.82,144333600.0,1,1,1,1,4.1441,10.5454
AMZN,2023-05-26,0.92842,0.04066445,0.030915592,0.8975044,2023-05-26,2023,5,26,AMZN,116.04,121.5,116.02,120.11,96779891.0,1,0,0,1,-1.274,50.4784
AMZN,2023-08-03,0.93730754,0.040813383,0.0218791,0.91542846,2023-08-03,2023,8,3,AMZN,127.48,129.84,126.41,128.91,91163742.0,1,0,0,0,-7.6377,-40.4659
AMZN,2023-09-13,0.9443289,0.026876794,0.028794251,0.9155347,2023-09-13,2023,9,13,AMZN,140.95,144.98,140.865,144.85,60465180.0,1,0,0,0,0.0898,-5.5727
AMZN,2023-10-26,0.9359755,0.04252287,0.02150165,0.91447383,2023-10-26,2023,10,26,AMZN,120.63,121.6393,118.35,119.57,100419508.0,0,0,0,0,-6.3958,-19.8627
AMZN,2023-11-01,0.94881904,0.02460752,0.02657348,0.9222455,2023-11-01,2023,11,1,AMZN,133.96,137.35,133.71,137.0,61529406.0,1,0,0,1,-0.775,17.7896
AMZN,2024-02-01,0.9310124,0.04735843,0.02162924,0.9093832,2024-02-01,2024,2,1,AMZN,155.87,159.76,155.62,159.28,76542414.0,1,0,0,0,-7.2929,-34.701
AMZN,2024-04-10,0.94137174,0.019385364,0.039242882,0.9021288,2024-04-10,2024,4,10,AMZN,182.765,186.2699,182.67,185.95,35879151.0,1,0,0,0,-1.6398,-10.3486
AMZN,2024-04-30,0.9375361,0.040130742,0.0223331,0.9152031,2024-04-30,2024,4,30,AMZN,181.09,182.99,174.8,175.0,94639786.0,0,0,0,0,-2.2346,-0.0057
AMZN,2024-05-03,0.9368428,0.044105984,0.019051153,0.9177916,2024-05-03,2024,5,3,AMZN,186.99,187.87,185.42,186.21,39172004.0,0,0,1,1,-1.3196,12.8054
AMZN,2024-05-14,0.83825374,0.14319111,0.018555176,0.8196986,2024-05-14,2024,5,14,AMZN,183.82,187.72,183.45,187.07,38698155.0,1,1,1,0,0.5807,-48.7169
AMZN,2024-05-24,0.925692,0.05012662,0.024181396,0.9015106,2024-05-24,2024,5,24,AMZN,181.65,182.435,180.3,180.75,27471640.0,0,1,1,0,-0.7686,-8.2044
AMZN,2024-08-01,0.93730754,0.040813383,0.0218791,0.91542846,2024-08-01,2024,8,1,AMZN,189.285,190.6,181.87,184.07,70435635.0,0,1,1,0,9.6307,-50.204
AMZN,2024-10-31,0.9359755,0.04252287,0.02150165,0.91447383,2024-10-31,2024,10,31,AMZN,190.51,190.6,185.23,186.4,75146759.0,0,0,0,0,-5.8253,-24.6179
BA,2022-11-28,0.9080162,0.073972985,0.018010844,0.89000535,2022-11-28,2022,11,28,BA,176.17,177.14,171.7,171.83,5355500.0,0,1,0,1,-1.9906,5.5916
BA,2022-12-12,0.886129,0.0758398,0.038031228,0.84809774,2022-12-12,2022,12,12,BA,180.8,186.69,180.5,186.27,8081600.0,1,0,0,0,-0.4596,-26.3058
BA,2022-12-22,0.94026136,0.031750754,0.027987935,0.9122734,2022-12-22,2022,12,22,BA,193.82,194.17,185.67,188.25,6924800.0,0,1,1,1,-0.4284,73.8331
BA,2023-01-25,0.87172806,0.10877221,0.019499697,0.8522284,2023-01-25,2023,1,25,BA,205.8,214.75,203.11,212.68,16095700.0,1,1,0,1,-0.0235,121.0583
BA,2023-02-17,0.9414941,0.027845783,0.030660175,0.9108339,2023-02-17,2023,2,17,BA,211.21,211.76,207.6196,211.66,4985686.0,1,1,1,1,2.9875,7.1039
BA,2023-03-15,0.9304648,0.03955646,0.029978745,0.90048605,2023-03-15,2023,3,15,BA,201.92,202.175,192.43,198.21,10029614.0,0,0,0,1,-2.4509,48.5401
BA,2023-04-11,0.9459515,0.035635438,0.0184131,0.9275384,2023-04-11,2023,4,11,BA,213.29,214.4999,211.86,212.32,5277549.0,0,1,1,1,-0.0094,14.7212
BA,2023-04-19,0.9281501,0.05049521,0.02135467,0.90679544,2023-04-19,2023,4,19,BA,207.12,210.87,206.95,208.71,4757402.0,1,1,1,1,0.7142,43.1698
BA,2023-04-26,0.87958145,0.100067,0.020351559,0.8592299,2023-04-26,2023,4,26,BA,208.25,211.7,202.68,203.03,9127100.0,0,1,0,1,-1.4609,79.9648
BA,2023-07-26,0.8882996,0.092111535,0.01958887,0.8687107,2023-07-26,2023,7,26,BA,222.16,233.09,221.77,232.8,24923800.0,1,0,0,1,-0.4064,107.3821
BA,2023-08-24,0.9336894,0.04055958,0.025750957,0.9079385,2023-08-24,2023,8,24,BA,222.51,224.2,217.09,217.31,9132600.0,0,1,1,0,-2.7304,-26.0656
BA,2023-09-05,0.9310144,0.046871927,0.022113651,0.9089008,2023-09-05,2023,9,5,BA,223.1,224.09,221.2,222.57,3246500.0,0,1,1,0,2.1198,-23.314
