ticker,disclosure_date,positive_sentiment,neutral_sentiment,negative_sentiment,compound_sentiment,Date,year,month,day,Symbol,Open,High,Low,Close,Volume,gain_loss,high_vs_prev_day,low_vs_prev_day,volume_vs_prev_day,pct_close_change,pct_volume_change
BA,2023-09-22,0.94527143,0.0318232,0.022905378,0.9223661,2023-09-22,2023,9,22,BA,199.96,200.74,197.14,197.71,4450900.0,0,1,1,1,-0.5383,26.1915
BA,2023-10-25,0.87671363,0.103951566,0.019334849,0.8573787,2023-10-25,2023,10,25,BA,186.0,187.0,176.25,177.73,13806400.0,0,1,0,1,-0.7594,98.3165
BA,2023-12-11,0.9434557,0.03485841,0.021685923,0.92176974,2023-12-11,2023,12,11,BA,243.5,248.08,243.31,248.08,7545000.0,1,0,0,1,-0.2212,31.924
BA,2024-01-31,0.8499893,0.12983115,0.020179555,0.82980967,2024-01-31,2024,1,31,BA,204.92,213.77,203.25,211.04,22409381.0,1,0,0,1,0.5862,109.8412
BA,2024-03-25,0.92053396,0.056599617,0.022866355,0.89766765,2024-03-25,2024,3,25,BA,196.01,196.18,189.5001,191.41,12951640.0,0,1,1,1,2.0853,44.3769
BA,2024-04-24,0.86809635,0.11086851,0.021035131,0.8470613,2024-04-24,2024,4,24,BA,176.5,177.64,162.74,164.33,20878981.0,0,1,1,1,-1.4867,66.9934
BA,2024-05-03,0.9386207,0.035795107,0.025584206,0.91303647,2024-05-03,2024,5,3,BA,179.59,180.49,177.9,179.79,5416263.0,1,0,1,0,0.8074,-54.5208
BA,2024-05-17,0.9336929,0.041193202,0.025113946,0.90857893,2024-05-17,2024,5,17,BA,183.25,185.3799,181.22,184.95,5562368.0,1,0,0,0,-0.8896,-10.676
BA,2024-07-01,0.9282096,0.044788416,0.027001956,0.9012077,2024-07-01,2024,7,1,BA,182.2,189.47,182.2,186.7,9055460.0,1,1,0,1,0.6903,120.3032
BA,2024-07-31,0.9077613,0.06801977,0.024218962,0.88354224,2024-07-31,2024,7,31,BA,189.88,196.95,183.86,190.6,15416951.0,1,1,1,1,6.8925,11.0174
BA,2024-09-13,0.029773965,0.9589442,0.011281907,0.018492058,2024-09-13,2024,9,13,BA,159.78,162.8899,155.6,156.77,19003354.0,0,1,1,1,0.7843,90.8895
BA,2024-09-20,0.9399702,0.038802937,0.021226898,0.9187433,2024-09-20,2024,9,20,BA,154.01,154.64,152.6,153.29,13919395.0,0,0,1,1,-1.9258,11.5622
BA,2024-10-11,0.91719127,0.060440693,0.02236797,0.8948233,2024-10-11,2024,10,11,BA,146.3,151.12,146.3,151.02,10688553.0,1,1,1,1,1.3625,9.7726
BA,2024-10-15,0.9397545,0.031818483,0.028427035,0.91132754,2024-10-15,2024,10,15,BA,150.5,153.95,148.55,152.35,11241668.0,1,0,0,1,-1.6462,34.5307
BA,2024-10-23,0.862515,0.11729017,0.020194808,0.8423202,2024-10-23,2024,10,23,BA,160.0,161.4725,153.53,157.06,15931493.0,0,1,1,1,1.1985,62.9928
BA,2024-10-30,0.9344004,0.034038078,0.031561483,0.9028389,2024-10-30,2024,10,30,BA,152.51,156.91,152.51,154.29,50738362.0,1,1,1,1,3.3353,72.6487
BA,2024-10-31,0.94423026,0.0291366,0.026633143,0.9175971,2024-10-31,2024,10,31,BA,154.31,154.48,147.88,149.31,29388204.0,0,0,0,1,-3.4155,55.5383
BAC,2022-12-16,0.94550705,0.031196002,0.02329697,0.9222101,2022-12-16,2022,12,16,BAC,31.62,31.93,31.35,31.7,61773400.0,1,0,0,1,-1.1229,60.9768
BAC,2023-01-13,0.94724965,0.03250843,0.02024197,0.9270077,2023-01-13,2023,1,13,BAC,34.2,35.39,33.09,35.23,89667817.0,1,1,0,1,2.0568,58.8211
BAC,2023-02-03,0.6936712,0.029940387,0.27638838,0.41728285,2023-02-03,2023,2,3,BAC,36.02,36.76,35.9,36.43,37396600.0,1,1,0,1,0.165,26.9265
BAC,2023-03-31,0.9484452,0.02949319,0.022061624,0.9263836,2023-03-31,2023,3,31,BAC,28.62,28.68,28.26,28.6,56417400.0,0,0,0,1,0.035,8.6128
BAC,2023-04-18,0.9470188,0.033131067,0.019850181,0.9271686,2023-04-18,2023,4,18,BAC,30.8,30.93,29.8,30.56,114361100.0,0,1,1,1,1.6633,75.4999
BAC,2023-04-28,0.9369018,0.04076777,0.022330405,0.91457134,2023-04-28,2023,4,28,BAC,28.53,29.43,28.51,29.28,45532800.0,1,0,0,1,0.8264,33.6182
BAC,2023-06-26,0.9507439,0.026186556,0.023069587,0.9276743,2023-06-26,2023,6,26,BAC,27.8,28.28,27.79,28.09,47519246.0,1,0,0,1,-0.5312,21.5893
BAC,2023-07-05,0.94099617,0.0217207,0.037283115,0.9037131,2023-07-05,2023,7,5,BAC,29.14,29.42,28.945,29.08,37491980.0,0,1,1,0,2.8289,-28.1246
BAC,2023-07-18,0.9470251,0.033045728,0.019929118,0.92709607,2023-07-18,2023,7,18,BAC,30.0,30.86,29.92,30.7,98253852.0,1,0,0,1,-2.6324,39.1308
BAC,2023-09-29,0.9445775,0.032847133,0.022575352,0.92200214,2023-09-29,2023,9,29,BAC,27.89,27.99,27.27,27.38,40645848.0,0,1,1,0,2.5468,-19.3352
BAC,2023-10-17,0.9467998,0.033466753,0.019733442,0.9270663,2023-10-17,2023,10,17,BAC,27.05,27.87,26.72,27.62,95344211.0,1,0,0,1,1.1351,39.451
BAC,2024-01-08,0.93818444,0.036195807,0.025619805,0.91256464,2024-01-08,2024,1,8,BAC,34.3,34.3,33.64,34.16,40253887.0,0,1,1,1,1.576,2.5085
BAC,2024-01-12,0.94724965,0.03250843,0.02024197,0.9270077,2024-01-12,2024,1,12,BAC,32.25,33.19,31.96,32.8,74344289.0,1,1,1,1,2.1171,27.2566
BAC,2024-02-02,0.49834993,0.028820332,0.4728297,0.025520235,2024-02-02,2024,2,2,BAC,33.37,33.71,33.17,33.47,40416031.0,1,1,1,0,1.455,-7.2453
BAC,2024-04-16,0.9470188,0.033131067,0.019850181,0.9271686,2024-04-16,2024,4,16,BAC,36.095,36.17,34.15,34.68,95566094.0,0,1,0,1,-1.5612,44.9039
BAC,2024-04-26,0.9390405,0.038419437,0.0225401,0.9165004,2024-04-26,2024,4,26,BAC,37.93,38.31,37.78,37.83,28668680.0,0,1,1,1,0.7457,7.9234
BAC,2024-05-10,0.94355804,0.037858926,0.018583087,0.9249749,2024-05-10,2024,5,10,BAC,38.48,38.78,38.325,38.45,27359138.0,0,0,1,1,0.6281,13.7091
BAC,2024-06-21,0.9335691,0.042458788,0.023972102,0.909597,2024-06-21,2024,6,21,BAC,39.855,39.905,39.37,39.49,72251511.0,0,0,0,1,-1.3243,132.5826
BAC,2024-06-28,0.9204695,0.029429687,0.050100762,0.8703688,2024-06-28,2024,6,28,BAC,39.74,40.055,39.315,39.77,52028199.0,1,0,0,1,-0.5999,94.3492
BAC,2024-07-16,0.9470251,0.033045728,0.019929118,0.92709607,2024-07-16,2024,7,16,BAC,42.52,44.4,42.22,44.13,75953347.0,1,0,0,1,0.3411,15.5838
BAC,2024-07-24,0.9520013,0.02433594,0.023662783,0.9283385,2024-07-24,2024,7,24,BAC,42.28,42.75,42.07,42.19,36567180.0,0,1,1,0,1.2236,-12.0798
BAC,2024-10-15,0.9467998,0.033466753,0.019733442,0.9270663,2024-10-15,2024,10,15,BAC,43.225,43.3615,42.05,42.14,61489989.0,0,1,0,1,-1.5421,44.8943
CAT,2023-01-31,0.93748045,0.04117271,0.021346845,0.91613364,2023-01-31,2023,1,31,CAT,257.0,257.39,246.41,252.29,10985400.0,0,1,1,1,1.102,82.4787
CAT,2023-02-02,0.946573,0.028142411,0.025284573,0.92128843,2023-02-02,2023,2,2,CAT,249.33,249.53,241.8,244.9,6127700.0,0,0,0,1,-1.1543,48.2233
CAT,2023-04-27,0.94005185,0.038458064,0.021490091,0.91856176,2023-04-27,2023,4,27,CAT,210.48,216.08,204.04,214.33,7706600.0,1,0,0,1,-2.043,65.066
CAT,2023-06-20,0.9411764,0.028363442,0.030460201,0.9107162,2023-06-20,2023,6,20,CAT,242.33,243.22,240.55,241.15,2979800.0,0,0,1,1,-0.1367,3.0182
CAT,2023-08-01,0.94081837,0.03748105,0.021700606,0.91911775,2023-08-01,2023,8,1,CAT,272.75,288.78,270.5,288.65,11823200.0,1,0,0,1,0.3756,88.019
CAT,2023-08-09,0.815525,0.15383884,0.030636113,0.78488886,2023-08-09,2023,8,9,CAT,284.66,287.12,283.88,284.53,3088600.0,0,0,1,1,0.2502,16.6786
CAT,2023-09-01,0.93281895,0.035762478,0.03141851,0.9014005,2023-09-01,2023,9,1,CAT,284.8,287.07,283.65,286.25,2335400.0,1,0,1,0,1.6405,-7.1633
CAT,2023-10-16,0.9284744,0.034316394,0.03720915,0.8912653,2023-10-16,2023,10,16,CAT,272.12,273.97,269.58,270.79,1678600.0,0,0,1,0,-0.6822,-20.4493
CAT,2023-10-31,0.9394075,0.039250337,0.021342224,0.91806525,2023-10-31,2023,10,31,CAT,227.65,230.54,223.76,226.05,12093300.0,0,0,0,1,-2.4932,145.161
CAT,2023-12-14,0.9463073,0.03016965,0.023523128,0.92278415,2023-12-14,2023,12,14,CAT,272.45,285.46,270.55,285.17,6464100.0,1,0,0,1,-0.1995,2.2801
CAT,2024-02-05,0.93837243,0.040284727,0.021342812,0.9170297,2024-02-05,2024,2,5,CAT,334.87,334.87,315.91,321.4,6557542.0,0,1,0,1,-0.409,132.0109
CAT,2024-04-03,0.8629278,0.01997973,0.11709242,0.7458354,2024-04-03,2024,4,3,CAT,365.49,376.07,364.6,375.79,2623737.0,1,0,0,1,1.6225,5.279
CAT,2024-04-25,0.94005185,0.038458064,0.021490091,0.91856176,2024-04-25,2024,4,25,CAT,330.44,341.94,330.32,338.0,6459595.0,1,0,0,1,-1.5668,94.2952
CAT,2024-06-14,0.94271755,0.029216811,0.028065613,0.9146519,2024-06-14,2024,6,14,CAT,321.39,322.675,315.85,321.47,190.0,1,0,0,0,-0.2885,-99.9941
CAT,2024-08-06,0.94081837,0.03748105,0.021700606,0.91911775,2024-08-06,2024,8,6,CAT,314.05,332.17,310.5,326.44,4921592.0,1,0,0,1,0.1964,63.4143
CAT,2024-09-04,0.92273253,0.04241316,0.03485434,0.8878781,2024-09-04,2024,9,4,CAT,338.59,340.85,335.29,336.75,1679647.0,0,1,1,0,0.9563,-28.341
CAT,2024-10-11,0.942233,0.03727757,0.02048941,0.92174363,2024-10-11,2024,10,11,CAT,396.64,403.6,396.64,402.02,2110351.0,1,1,1,0,2.0485,-29.7985
CAT,2024-10-30,0.9394075,0.039250337,0.021342224,0.91806525,2024-10-30,2024,10,30,CAT,374.0,388.26,367.2,379.24,4032528.0,1,1,0,1,0.8081,70.1017
CMCSA,2023-10-03,0.9478605,0.025783353,0.026356176,0.92150426,2023-10-03,2023,10,3,CMCSA,43.87,44.13,43.31,43.45,16980480.0,0,1,1,0,-0.046,-18.1275
CMCSA,2023-10-26,0.9503901,0.027749475,0.021860436,0.92852974,2023-10-26,2023,10,26,CMCSA,40.05,40.46,39.08,39.15,50005449.0,0,1,1,1,-1.2361,39.1012
CMCSA,2023-12-06,0.932996,0.048008244,0.01899572,0.9140003,2023-12-06,2023,12,6,CMCSA,41.77,42.07,41.285,41.69,16619920.0,0,0,0,0,-1.1382,-14.8674
CMCSA,2024-01-25,0.9500494,0.028141368,0.02180921,0.92824024,2024-01-25,2024,1,25,CMCSA,43.7,46.34,43.57,45.27,29722119.0,1,1,0,1,-2.1401,47.9715
CMCSA,2024-04-15,0.9374385,0.03823013,0.024331339,0.91310716,2024-04-15,2024,4,15,CMCSA,39.75,39.915,39.11,39.43,21293667.0,0,1,1,1,0.7924,12.5046
CMCSA,2024-04-25,0.95038295,0.027852908,0.021764081,0.9286189,2024-04-25,2024,4,25,CMCSA,38.65,39.2399,37.19,37.87,37827635.0,0,1,1,1,-1.8149,27.0098
CMCSA,2024-05-17,0.9358633,0.03614339,0.02799332,0.90787,2024-05-17,2024,5,17,CMCSA,39.28,39.385,38.91,39.27,13733368.0,0,1,1,1,0.153,9.5735
CMCSA,2024-05-22,0.94177693,0.03163737,0.026585672,0.9151913,2024-05-22,2024,5,22,CMCSA,39.19,39.19,38.66,38.89,17752945.0,0,1,1,1,0.5429,10.3916
CMCSA,2024-06-12,0.94316,0.036802195,0.020037781,0.9231222,2024-06-12,2024,6,12,CMCSA,38.53,38.64,37.48,37.83,18902108.0,0,1,1,1,0.6652,2.0917
CMCSA,2024-07-23,0.9505774,0.027300538,0.022122117,0.92845523,2024-07-23,2024,7,23,CMCSA,39.41,39.57,36.965,38.51,30777471.0,0,1,0,1,1.1027,31.2588
CMCSA,2024-09-23,0.9349628,0.044443905,0.020593304,0.9143695,2024-09-23,2024,9,23,CMCSA,40.21,40.92,40.12,40.73,21977275.0,1,0,0,0,-1.4994,-9.168
CMCSA,2024-09-26,0.94276446,0.030570216,0.026665298,0.9160992,2024-09-26,2024,9,26,CMCSA,40.71,41.075,40.655,41.02,19316723.0,1,0,0,1,-1.489,10.4366
CMCSA,2024-10-31,0.9503901,0.027749475,0.021860436,0.92852974,2024-10-31,2024,10,31,CMCSA,45.205,45.31,42.835,43.67,35198352.0,0,1,0,1,0.2525,40.353
CVX,2022-12-07,0.9337206,0.045615517,0.02066388,0.91305673,2022-12-07,2022,12,7,CVX,171.06,174.5699,170.85,172.52,6932861.0,1,0,0,0,-0.5878,-14.1346
CVX,2023-01-27,0.9225262,0.043514084,0.0339597,0.8885665,2023-01-27,2023,1,27,CVX,184.23,184.23,177.92,179.45,19633700.0,0,1,1,1,3.0138,96.064
CVX,2023-04-28,0.92994845,0.05123184,0.018819716,0.91112876,2023-04-28,2023,4,28,CVX,164.5,168.94,164.05,168.58,10033600.0,1,1,0,1,0.8012,64.4906
CVX,2023-05-22,0.9367731,0.03802669,0.025200246,0.9115729,2023-05-22,2023,5,22,CVX,153.79,154.83,152.09,152.44,11661000.0,0,0,0,1,-2.8116,11.7361
CVX,2023-06-02,0.9217922,0.049314436,0.02889338,0.89289886,2023-06-02,2023,6,2,CVX,154.58,156.75,153.61,156.26,9460100.0,1,0,0,1,0.4823,46.8093
CVX,2023-07-24,0.9384067,0.041089028,0.02050427,0.91790247,2023-07-24,2023,7,24,CVX,160.47,164.04,160.01,161.82,9722100.0,1,1,0,1,-0.4552,43.6565
CVX,2023-07-26,0.89766526,0.07603826,0.026296524,0.87136877,2023-07-26,2023,7,26,CVX,160.88,162.09,160.55,161.34,6056400.0,1,0,1,0,1.0522,-6.394
CVX,2023-07-28,0.9296465,0.05167978,0.018673737,0.9109727,2023-07-28,2023,7,28,CVX,158.41,159.0,156.51,158.87,6542300.0,1,0,0,0,-2.9268,-49.8916
CVX,2023-08-07,0.9419864,0.03568677,0.022326827,0.91965955,2023-08-07,2023,8,7,CVX,161.01,161.38,159.08,159.89,13927400.0,0,1,1,1,0.1503,115.8852
CVX,2023-10-23,0.91222686,0.054321606,0.033451524,0.8787753,2023-10-23,2023,10,23,CVX,163.3,164.43,160.25,160.68,16232400.0,0,1,1,0,2.5726,-8.2392
CVX,2023-10-27,0.9291021,0.052392524,0.018505367,0.9105967,2023-10-27,2023,10,27,CVX,150.72,151.25,143.96,144.35,24524300.0,0,1,0,1,-1.191,76.98
CVX,2023-11-24,0.9428541,0.03018277,0.02696313,0.915891,2023-11-24,2023,11,24,CVX,144.3,145.94,144.2,144.9,3861000.0,1,1,1,0,0.3741,-60.8052
CVX,2023-12-08,0.86540884,0.09990069,0.034690477,0.83071834,2023-12-08,2023,12,8,CVX,143.51,144.67,143.12,144.31,10820300.0,1,0,0,1,-0.0277,9.8552
CVX,2024-01-02,0.9070754,0.05746358,0.035461012,0.8716144,2024-01-02,2024,1,2,CVX,149.99,151.48,149.24,149.48,8879700.0,0,0,1,0,-1.8709,-13.4136
CVX,2024-02-02,0.9318967,0.036655087,0.031448234,0.9004485,2024-02-02,2024,2,2,CVX,150.86,153.38,149.55,152.24,12838400.0,1,0,0,1,-0.0591,55.0943
CVX,2024-04-26,0.92994845,0.05123184,0.018819716,0.91112876,2024-04-26,2024,4,26,CVX,165.23,166.98,163.3,165.89,9736350.0,1,0,0,1,-0.2645,52.9249
CVX,2024-05-31,0.92035514,0.05082519,0.02881973,0.8915354,2024-05-31,2024,5,31,CVX,158.63,162.58,158.51,162.3,10334227.0,1,1,1,1,3.0738,14.6981
CVX,2024-07-31,0.85429317,0.10827608,0.03743078,0.8168624,2024-07-31,2024,7,31,CVX,161.69,161.69,160.05,160.47,6209200.0,0,1,1,0,5.1435,-62.7968
CVX,2024-08-02,0.90498126,0.07574346,0.019275334,0.8857058,2024-08-02,2024,8,2,CVX,151.13,152.04,147.02,148.55,13278620.0,0,1,1,1,2.6891,1.8519
CVX,2024-09-30,0.9286858,0.04366458,0.027649643,0.90103614,2024-09-30,2024,9,30,CVX,145.37,147.48,144.28,147.27,7494591.0,1,0,0,0,-1.6232,-21.0191
CVX,2024-10-07,0.9450112,0.025733044,0.029255778,0.9157554,2024-10-07,2024,10,7,CVX,151.5,152.75,150.69,151.12,5895852.0,0,1,1,1,1.5933,0.0528
CVX,2024-11-01,0.92908347,0.05231016,0.01860638,0.9104771,2024-11-01,2024,11,1,CVX,152.48,155.93,151.7,153.07,11724300.0,1,1,0,1,-0.5845,91.2622
DOW,2023-01-26,0.89348197,0.068241335,0.038276702,0.8552053,2023-01-26,2023,1,26,DOW,56.66,58.57,55.83,58.12,8002585.0,1,0,0,1,-1.4414,18.1488
DOW,2023-01-31,0.9290459,0.05236037,0.018593732,0.91045225,2023-01-31,2023,1,31,DOW,58.07,59.45,57.82,59.35,5739125.0,1,0,0,1,-1.4447,1.6663
DOW,2023-04-18,0.9365305,0.041234717,0.022234857,0.9142956,2023-04-18,2023,4,18,DOW,57.01,57.24,56.385,56.78,3354600.0,0,1,1,0,0.6024,-12.3668
DOW,2023-04-25,0.9163078,0.064979315,0.018712875,0.8975949,2023-04-25,2023,4,25,DOW,54.46,55.0,52.5,52.5,8365200.0,0,1,1,1,-0.1521,40.5325
DOW,2023-07-25,0.914458,0.06704444,0.018497555,0.89596045,2023-07-25,2023,7,25,DOW,52.94,55.145,52.85,53.48,9077431.0,1,1,0,1,-0.4097,19.7229
DOW,2023-10-24,0.9137646,0.06772212,0.01851328,0.89525133,2023-10-24,2023,10,24,DOW,48.43,49.72,48.0,49.24,5506665.0,1,1,1,1,3.5759,11.9207
DOW,2023-10-25,0.94065166,0.03215698,0.027191352,0.91346025,2023-10-25,2023,10,25,DOW,48.93,49.03,47.26,47.54,4920150.0,0,1,0,0,-0.9996,-20.85
DOW,2023-12-18,0.9474834,0.027486717,0.025029827,0.92245364,2023-12-18,2023,12,18,DOW,54.75,54.83,54.0,54.25,3219100.0,0,0,0,0,-1.22,-12.9455
DOW,2024-01-25,0.9137258,0.06787907,0.018395117,0.89533067,2024-01-25,2024,1,25,DOW,54.76,55.13,53.77,54.94,7238500.0,1,0,1,1,1.6278,38.1472
DOW,2024-01-30,0.9164406,0.05831035,0.025249055,0.8911916,2024-01-30,2024,1,30,DOW,53.6,54.535,53.5,54.47,4641015.0,1,0,0,0,1.6231,-15.1881
DOW,2024-02-09,0.9416429,0.033171423,0.025185715,0.9164572,2024-02-09,2024,2,9,DOW,53.79,54.12,53.555,53.99,3897487.0,1,0,0,0,-1.4601,-25.9424
DOW,2024-02-20,0.9436592,0.034979668,0.021361154,0.922298,2024-02-20,2024,2,20,DOW,54.79,55.45,54.4465,54.71,4493926.0,0,0,0,1,-1.8655,10.4927
DOW,2024-04-15,0.93645114,0.04117369,0.02237517,0.914076,2024-04-15,2024,4,15,DOW,58.23,58.67,56.915,57.32,3885266.0,0,1,1,1,0.809,25.4107
DOW,2024-04-25,0.9163078,0.064979315,0.018712875,0.8975949,2024-04-25,2024,4,25,DOW,57.71,57.9,55.06,56.44,7082841.0,0,0,0,1,-1.4837,27.0785
DOW,2024-05-16,0.91243714,0.039373733,0.048189126,0.86424804,2024-05-16,2024,5,16,DOW,59.04,59.41,58.51,58.7,4871335.0,0,1,0,1,-0.8278,82.535
DOW,2024-07-25,0.914458,0.06704444,0.018497555,0.89596045,2024-07-25,2024,7,25,DOW,50.78,53.24,50.48,52.85,6188118.0,1,1,0,1,-0.0189,51.3945
DOW,2024-09-12,0.9253851,0.051802285,0.02281266,0.9025724,2024-09-12,2024,9,12,DOW,50.68,50.91,49.52,50.26,5682313.0,0,0,0,1,0.2193,28.7991
DOW,2024-10-24,0.9137646,0.06772212,0.01851328,0.89525133,2024-10-24,2024,10,24,DOW,52.02,52.16,50.72,50.99,5804601.0,0,1,1,0,2.5956,-1.4451
DUK,2022-12-05,0.930809,0.051695466,0.017495506,0.9133135,2022-12-05,2022,12,5,DUK,98.74,99.56,98.52,99.13,2212500.0,1,0,0,0,-1.373,-21.7866
DUK,2022-12-08,0.94484556,0.026690442,0.028464027,0.9163815,2022-12-08,2022,12,8,DUK,99.61,100.65,99.32,100.45,2065900.0,1,0,0,1,0.0997,3.388
DUK,2022-12-27,0.89865196,0.03334809,0.067999914,0.83065206,2022-12-27,2022,12,27,DUK,103.09,103.98,102.55,103.67,1698500.0,1,0,0,1,0.7483,0.6459
DUK,2023-01-03,0.90614104,0.020260379,0.07359856,0.83254254,2023-01-03,2023,1,3,DUK,103.2,103.8,102.19,103.7,2686900.0,1,0,0,0,-1.0591,-4.7165
DUK,2023-01-06,0.9467008,0.024685152,0.028614063,0.91808677,2023-01-06,2023,1,6,DUK,104.2,105.79,104.0,105.18,2157300.0,1,0,0,0,-0.0095,-8.5231
DUK,2023-01-19,0.9325571,0.03137343,0.036069453,0.8964876,2023-01-19,2023,1,19,DUK,102.25,102.92,101.56,101.97,3025900.0,0,1,1,0,0.1473,-22.7535
DUK,2023-02-08,0.9427204,0.037206937,0.020072674,0.9226477,2023-02-08,2023,2,8,DUK,100.2,100.285,98.83,99.18,3328630.0,0,0,1,0,1.6709,-21.0054
DUK,2023-03-10,0.8572652,0.12419999,0.018534837,0.83873034,2023-03-10,2023,3,10,DUK,94.42,94.62,92.35,92.83,2629100.0,0,0,0,0,-1.423,-42.127
DUK,2023-04-03,0.9435711,0.03214503,0.024283843,0.9192873,2023-04-03,2023,4,3,DUK,95.11,96.69,94.49,95.09,6259116.0,0,1,0,1,-1.1847,25.1489
DUK,2023-04-04,0.94564867,0.032923087,0.021428213,0.92422044,2023-04-04,2023,4,4,DUK,94.96,96.29,94.705,96.23,5001334.0,1,0,0,1,-2.6406,12.1091
DUK,2023-04-06,0.9414889,0.025738155,0.032772973,0.9087159,2023-04-06,2023,4,6,DUK,99.5,99.78,98.4,99.74,2879740.0,1,1,1,1,0.6154,9.5563
DUK,2023-04-28,0.923062,0.04006546,0.036872484,0.8861896,2023-04-28,2023,4,28,DUK,99.28,99.84,98.18,98.88,1995000.0,0,0,0,0,-0.2119,-38.2716
DUK,2023-05-08,0.9436909,0.03625562,0.02005344,0.92363745,2023-05-08,2023,5,8,DUK,99.1,99.81,98.25,98.9,3099800.0,0,1,1,0,0.8669,-25.7497
DUK,2023-05-09,0.9368954,0.03550264,0.027601993,0.90929335,2023-05-09,2023,5,9,DUK,97.72,98.37,97.17,98.05,4174800.0,1,0,0,1,-1.0995,38.7807
DUK,2023-06-12,0.82414764,0.124909215,0.05094315,0.7732045,2023-06-12,2023,6,12,DUK,91.74,91.74,90.86,91.39,3131300.0,0,1,1,0,0.6941,-13.7525
DUK,2023-06-15,0.943508,0.02753496,0.02895703,0.914551,2023-06-15,2023,6,15,DUK,91.35,91.94,90.87,91.69,3038500.0,1,0,0,0,-0.5316,-65.0494
DUK,2023-08-07,0.9439949,0.035429675,0.020575412,0.9234195,2023-08-07,2023,8,7,DUK,89.58,90.1,89.52,89.66,3604500.0,1,0,1,0,-2.681,-31.2223
DUK,2023-08-21,0.92880476,0.04089746,0.030297793,0.898507,2023-08-21,2023,8,21,DUK,90.8,91.1,89.13,89.63,3910700.0,0,1,1,1,0.0446,65.2734
DUK,2023-08-22,0.92571056,0.047615513,0.026673911,0.89903665,2023-08-22,2023,8,22,DUK,89.63,89.87,89.06,89.59,2366200.0,0,0,0,1,-0.8302,6.0363
DUK,2023-08-28,0.89533067,0.056423843,0.048245475,0.8470852,2023-08-28,2023,8,28,DUK,90.59,91.17,90.0,90.02,2128800.0,0,1,1,0,-0.299,-6.6193
DUK,2023-09-08,0.94325864,0.026545756,0.030195544,0.91306317,2023-09-08,2023,9,8,DUK,89.57,91.17,89.28,91.02,3302700.0,1,0,0,0,-0.8281,-17.2857
DUK,2023-11-01,0.9431654,0.03661638,0.020218208,0.92294717,2023-11-01,2023,11,1,DUK,89.2,89.99,88.32,89.54,3944500.0,1,0,0,0,-0.3894,-13.3648
DUK,2023-12-18,0.9328925,0.039589398,0.02751806,0.90537447,2023-12-18,2023,12,18,DUK,97.2,98.33,96.75,97.17,4277100.0,0,1,1,1,0.3719,57.716
DUK,2023-12-19,0.936528,0.040277503,0.023194429,0.91333365,2023-12-19,2023,12,19,DUK,97.51,97.54,96.46,96.81,2711900.0,0,1,1,0,1.181,-20.9013
DUK,2024-01-05,0.9436544,0.028883545,0.027462047,0.91619235,2024-01-05,2024,1,5,DUK,98.49,98.75,97.57,98.54,2192100.0,1,0,0,0,-0.8552,-10.6505
DUK,2024-01-12,0.945863,0.027935885,0.026201092,0.9196619,2024-01-12,2024,1,12,DUK,97.72,98.78,97.3,98.46,2791900.0,1,0,0,0,0.4386,-20.8443
DUK,2024-01-31,0.92272675,0.041570544,0.035702676,0.8870241,2024-01-31,2024,1,31,DUK,96.1,96.99,95.3,95.83,3678500.0,0,0,1,1,-2.0043,33.9634
DUK,2024-02-07,0.94354653,0.036181618,0.020271879,0.92327464,2024-02-07,2024,2,7,DUK,95.47,95.61,94.78,95.5,2470800.0,1,1,1,0,3.0761,-55.7292
DUK,2024-03-15,0.9396659,0.030473843,0.029860208,0.9098057,2024-03-15,2024,3,15,DUK,94.36,95.6589,94.36,94.71,6196962.0,1,1,1,1,-0.2423,126.4362
DUK,2024-04-12,0.9442712,0.025968153,0.029760614,0.9145106,2024-04-12,2024,4,12,DUK,95.64,95.92,94.615,94.9,2279785.0,0,1,1,0,0.818,-13.087
DUK,2024-05-06,0.9436909,0.03625562,0.02005344,0.92363745,2024-05-06,2024,5,6,DUK,100.49,100.74,99.85,100.42,3081700.0,0,0,0,0,-1.7993,-41.0771
DUK,2024-05-13,0.9147258,0.062710024,0.022564225,0.89216155,2024-05-13,2024,5,13,DUK,102.7,103.83,102.61,102.89,2185261.0,1,1,1,1,0.5669,0.788
DUK,2024-06-07,0.9447264,0.028411187,0.026862381,0.917864,2024-06-07,2024,6,7,DUK,102.0,103.78,101.7318,102.62,1886828.0,1,1,0,0,0.0975,-1.4999
DUK,2024-07-08,0.9368838,0.0358278,0.027288362,0.9095955,2024-07-08,2024,7,8,DUK,100.44,101.39,100.03,100.64,2535169.0,1,0,0,0,-0.2972,-20.7899
DUK,2024-07-15,0.9434049,0.029120125,0.027474986,0.9159299,2024-07-15,2024,7,15,DUK,104.69,105.39,104.02,105.32,2863400.0,1,0,0,0,-1.1358,-6.3329
DUK,2024-08-05,0.9439949,0.035429675,0.020575412,0.9234195,2024-08-05,2024,8,5,DUK,114.11,114.98,111.01,111.01,4918669.0,0,1,0,1,-1.6915,14.6592
DUK,2024-08-22,0.94118404,0.03050733,0.028308598,0.9128755,2024-08-22,2024,8,22,DUK,112.66,112.68,111.45,112.12,5459600.0,0,0,0,1,-0.2136,99.7995
DUK,2024-11-06,0.9431654,0.03661638,0.020218208,0.92294717,2024-11-06,2024,11,6,DUK,114.01,114.25,112.52,113.63,4236687.0,0,1,1,0,2.2956,-24.2572
